idx,is_inclusive,premise,question,label
5139,0,Either Rosina is not snazzy or David is not slow. David is slow.,David is slow,1
5140,0,Either Rosina is not snazzy or David is not slow. David is slow.,David is not slow,0
5141,0,Either Curtiss is not blunt or Dee is not musical. Curtiss is blunt.,Curtiss is blunt,1
5142,0,Either Curtiss is not blunt or Dee is not musical. Curtiss is blunt.,Curtiss is not blunt,0
5143,0,Either Curtiss is not blunt or Dee is not musical. Curtiss is blunt.,Dee is musical,0
5144,0,Either Curtiss is not blunt or Dee is not musical. Curtiss is blunt.,Dee is not musical,1
5145,2,Neither Rosalyn is not lovely nor Gabriel is not emotional. Rosalyn is lovely.,Rosalyn is lovely,1
5146,2,Neither Rosalyn is not lovely nor Gabriel is not emotional. Rosalyn is lovely.,Rosalyn is not lovely,0
5147,2,Neither Rosalyn is not lovely nor Gabriel is not emotional. Rosalyn is lovely.,Gabriel is emotional,1
5148,2,Neither Rosalyn is not lovely nor Gabriel is not emotional. Rosalyn is lovely.,Gabriel is not emotional,0
5149,0,Either Justin is not proficient or Wendy is not fabulous. Wendy is fabulous.,Justin is proficient,0
5150,0,Either Justin is not proficient or Wendy is not fabulous. Wendy is fabulous.,Justin is not proficient,1
5151,0,Either Justin is not proficient or Wendy is not fabulous. Wendy is fabulous.,Wendy is fabulous,1
5152,0,Either Justin is not proficient or Wendy is not fabulous. Wendy is fabulous.,Wendy is not fabulous,0
5153,0,Either Casper is local or Hunter is hateful. Hunter is hateful.,Casper is local,0
5154,0,Either Casper is local or Hunter is hateful. Hunter is hateful.,Casper is not local,1
5155,0,Either Casper is local or Hunter is hateful. Hunter is hateful.,Hunter is hateful,1
5156,0,Either Casper is local or Hunter is hateful. Hunter is hateful.,Hunter is not hateful,0
5157,1,Traci is not mild or Quinton is chic. Quinton is chic.,Traci is mild,1
5158,1,Traci is not mild or Quinton is chic. Quinton is chic.,Traci is not mild,1
5159,1,Traci is not mild or Quinton is chic. Quinton is chic.,Quinton is chic,1
5160,1,Traci is not mild or Quinton is chic. Quinton is chic.,Quinton is not chic,0
5161,0,Either Declan is energetic or Lambert is querulous. Declan is energetic.,Declan is energetic,1
5162,0,Either Declan is energetic or Lambert is querulous. Declan is energetic.,Declan is not energetic,0
5163,0,Either Declan is energetic or Lambert is querulous. Declan is energetic.,Lambert is querulous,0
5164,0,Either Declan is energetic or Lambert is querulous. Declan is energetic.,Lambert is not querulous,1
5165,0,Either Buster is not childish or Edythe is not timid. Buster is not childish.,Buster is childish,0
5166,0,Either Buster is not childish or Edythe is not timid. Buster is not childish.,Buster is not childish,1
5167,0,Either Buster is not childish or Edythe is not timid. Buster is not childish.,Edythe is timid,1
5168,0,Either Buster is not childish or Edythe is not timid. Buster is not childish.,Edythe is not timid,0
5169,0,Either Agnes is reliable or Jay is not chic. Agnes is reliable.,Agnes is reliable,1
5170,0,Either Agnes is reliable or Jay is not chic. Agnes is reliable.,Agnes is not reliable,0
5171,0,Either Agnes is reliable or Jay is not chic. Agnes is reliable.,Jay is chic,1
5172,0,Either Agnes is reliable or Jay is not chic. Agnes is reliable.,Jay is not chic,0
5173,0,Either Leora is proficient or Helmer is not dainty. Leora is not proficient.,Leora is proficient,0
5174,0,Either Leora is proficient or Helmer is not dainty. Leora is not proficient.,Leora is not proficient,1
5175,0,Either Leora is proficient or Helmer is not dainty. Leora is not proficient.,Helmer is dainty,0
5176,0,Either Leora is proficient or Helmer is not dainty. Leora is not proficient.,Helmer is not dainty,1
5177,0,Either Ervin is not kind or Lulu is not moronic. Ervin is not kind.,Ervin is kind,0
5178,0,Either Ervin is not kind or Lulu is not moronic. Ervin is not kind.,Ervin is not kind,1
5179,0,Either Ervin is not kind or Lulu is not moronic. Ervin is not kind.,Lulu is moronic,1
5180,0,Either Ervin is not kind or Lulu is not moronic. Ervin is not kind.,Lulu is not moronic,0
5181,2,Neither Johnie is not sharp nor Gustav is not timid. Gustav is timid.,Johnie is sharp,1
5182,2,Neither Johnie is not sharp nor Gustav is not timid. Gustav is timid.,Johnie is not sharp,0
5183,2,Neither Johnie is not sharp nor Gustav is not timid. Gustav is timid.,Gustav is timid,1
5184,2,Neither Johnie is not sharp nor Gustav is not timid. Gustav is timid.,Gustav is not timid,0
5185,1,Watson is helpful or Shelly is not cordial. Watson is not helpful.,Watson is helpful,0
5186,1,Watson is helpful or Shelly is not cordial. Watson is not helpful.,Watson is not helpful,1
5187,1,Watson is helpful or Shelly is not cordial. Watson is not helpful.,Shelly is cordial,0
5188,1,Watson is helpful or Shelly is not cordial. Watson is not helpful.,Shelly is not cordial,1
5189,1,Dandre is deft or Dallas is not excellent. Dallas is excellent.,Dandre is deft,1
5190,1,Dandre is deft or Dallas is not excellent. Dallas is excellent.,Dandre is not deft,0
5191,1,Dandre is deft or Dallas is not excellent. Dallas is excellent.,Dallas is excellent,1
5192,1,Dandre is deft or Dallas is not excellent. Dallas is excellent.,Dallas is not excellent,0
5193,1,Cecilia is dull or Harley is not incisive. Cecilia is not dull.,Cecilia is dull,0
5194,1,Cecilia is dull or Harley is not incisive. Cecilia is not dull.,Cecilia is not dull,1
5195,1,Cecilia is dull or Harley is not incisive. Cecilia is not dull.,Harley is incisive,0
5196,1,Cecilia is dull or Harley is not incisive. Cecilia is not dull.,Harley is not incisive,1
5197,1,Earnest is not dependent or Mac is not nervous. Mac is nervous.,Earnest is dependent,0
5198,1,Earnest is not dependent or Mac is not nervous. Mac is nervous.,Earnest is not dependent,1
5199,1,Earnest is not dependent or Mac is not nervous. Mac is nervous.,Mac is nervous,1
5200,1,Earnest is not dependent or Mac is not nervous. Mac is nervous.,Mac is not nervous,0
5201,0,Either Corrie is not sedate or Roxie is not mercurial. Roxie is mercurial.,Corrie is sedate,0
5202,0,Either Corrie is not sedate or Roxie is not mercurial. Roxie is mercurial.,Corrie is not sedate,1
5203,0,Either Corrie is not sedate or Roxie is not mercurial. Roxie is mercurial.,Roxie is mercurial,1
5204,0,Either Corrie is not sedate or Roxie is not mercurial. Roxie is mercurial.,Roxie is not mercurial,0
5205,1,Natalie is not sloppy or Hyman is not spiteful. Natalie is sloppy.,Natalie is sloppy,1
5206,1,Natalie is not sloppy or Hyman is not spiteful. Natalie is sloppy.,Natalie is not sloppy,0
5207,1,Natalie is not sloppy or Hyman is not spiteful. Natalie is sloppy.,Hyman is spiteful,0
5208,1,Natalie is not sloppy or Hyman is not spiteful. Natalie is sloppy.,Hyman is not spiteful,1
5209,2,Neither Roman is immature nor Calla is sincere. Calla is not sincere.,Roman is immature,0
5210,2,Neither Roman is immature nor Calla is sincere. Calla is not sincere.,Roman is not immature,1
5211,2,Neither Roman is immature nor Calla is sincere. Calla is not sincere.,Calla is sincere,0
5212,2,Neither Roman is immature nor Calla is sincere. Calla is not sincere.,Calla is not sincere,1
5213,1,Merlyn is revered or Ignacio is not attentive. Merlyn is revered.,Merlyn is revered,1
5214,1,Merlyn is revered or Ignacio is not attentive. Merlyn is revered.,Merlyn is not revered,0
5215,1,Merlyn is revered or Ignacio is not attentive. Merlyn is revered.,Ignacio is attentive,1
5216,1,Merlyn is revered or Ignacio is not attentive. Merlyn is revered.,Ignacio is not attentive,1
5217,2,Neither Calvin is not spiteful nor Margarito is not talented. Calvin is spiteful.,Calvin is spiteful,1
5218,2,Neither Calvin is not spiteful nor Margarito is not talented. Calvin is spiteful.,Calvin is not spiteful,0
5219,2,Neither Calvin is not spiteful nor Margarito is not talented. Calvin is spiteful.,Margarito is talented,1
5220,2,Neither Calvin is not spiteful nor Margarito is not talented. Calvin is spiteful.,Margarito is not talented,0
5221,1,Ladonna is indolent or Dovie is dramatic. Ladonna is not indolent.,Ladonna is indolent,0
5222,1,Ladonna is indolent or Dovie is dramatic. Ladonna is not indolent.,Ladonna is not indolent,1
5223,1,Ladonna is indolent or Dovie is dramatic. Ladonna is not indolent.,Dovie is dramatic,1
5224,1,Ladonna is indolent or Dovie is dramatic. Ladonna is not indolent.,Dovie is not dramatic,0
5225,1,Wayne is not irascible or Ettie is not soulless. Wayne is irascible.,Wayne is irascible,1
5226,1,Wayne is not irascible or Ettie is not soulless. Wayne is irascible.,Wayne is not irascible,0
5227,1,Wayne is not irascible or Ettie is not soulless. Wayne is irascible.,Ettie is soulless,0
5228,1,Wayne is not irascible or Ettie is not soulless. Wayne is irascible.,Ettie is not soulless,1
5229,1,Lorena is not dextrous or Edgar is not hysterical. Lorena is dextrous.,Lorena is dextrous,1
5230,1,Lorena is not dextrous or Edgar is not hysterical. Lorena is dextrous.,Lorena is not dextrous,0
5231,1,Lorena is not dextrous or Edgar is not hysterical. Lorena is dextrous.,Edgar is hysterical,0
5232,1,Lorena is not dextrous or Edgar is not hysterical. Lorena is dextrous.,Edgar is not hysterical,1
5233,0,Either Irl is resentful or Colby is not striking. Colby is striking.,Irl is resentful,1
5234,0,Either Irl is resentful or Colby is not striking. Colby is striking.,Irl is not resentful,0
5235,0,Either Irl is resentful or Colby is not striking. Colby is striking.,Colby is striking,1
5236,0,Either Irl is resentful or Colby is not striking. Colby is striking.,Colby is not striking,0
5237,2,Neither Gracie is not musical nor Brandan is brilliant. Brandan is not brilliant.,Gracie is musical,0
5238,2,Neither Gracie is not musical nor Brandan is brilliant. Brandan is not brilliant.,Gracie is not musical,1
5239,2,Neither Gracie is not musical nor Brandan is brilliant. Brandan is not brilliant.,Brandan is brilliant,1
5240,2,Neither Gracie is not musical nor Brandan is brilliant. Brandan is not brilliant.,Brandan is not brilliant,0
5241,0,Either Alejandro is not ambitious or Carl is not crass. Alejandro is not ambitious.,Alejandro is ambitious,0
5242,0,Either Alejandro is not ambitious or Carl is not crass. Alejandro is not ambitious.,Alejandro is not ambitious,1
5243,0,Either Alejandro is not ambitious or Carl is not crass. Alejandro is not ambitious.,Carl is crass,1
5244,0,Either Alejandro is not ambitious or Carl is not crass. Alejandro is not ambitious.,Carl is not crass,0
5245,1,Tyrese is naughty or Alden is not polite. Tyrese is naughty.,Tyrese is naughty,1
5246,1,Tyrese is naughty or Alden is not polite. Tyrese is naughty.,Tyrese is not naughty,0
5247,1,Tyrese is naughty or Alden is not polite. Tyrese is naughty.,Alden is polite,1
5248,1,Tyrese is naughty or Alden is not polite. Tyrese is naughty.,Alden is not polite,1
5249,1,Rory is revered or Melvin is not plucky. Melvin is not plucky.,Rory is revered,1
5250,1,Rory is revered or Melvin is not plucky. Melvin is not plucky.,Rory is not revered,1
5251,1,Rory is revered or Melvin is not plucky. Melvin is not plucky.,Melvin is plucky,0
5252,1,Rory is revered or Melvin is not plucky. Melvin is not plucky.,Melvin is not plucky,1
5253,1,Lance is lovely or Mable is distant. Lance is lovely.,Lance is lovely,1
5254,1,Lance is lovely or Mable is distant. Lance is lovely.,Lance is not lovely,0
5255,1,Lance is lovely or Mable is distant. Lance is lovely.,Mable is distant,1
5256,1,Lance is lovely or Mable is distant. Lance is lovely.,Mable is not distant,1
5257,2,Neither Tula is not discerning nor Clemmie is practical. Tula is discerning.,Tula is discerning,1
5258,2,Neither Tula is not discerning nor Clemmie is practical. Tula is discerning.,Tula is not discerning,0
5259,2,Neither Tula is not discerning nor Clemmie is practical. Tula is discerning.,Clemmie is practical,0
5260,2,Neither Tula is not discerning nor Clemmie is practical. Tula is discerning.,Clemmie is not practical,0
5261,2,Neither Cameron is not exacting nor Olan is earnest. Cameron is exacting.,Cameron is exacting,1
5262,2,Neither Cameron is not exacting nor Olan is earnest. Cameron is exacting.,Cameron is not exacting,0
5263,2,Neither Cameron is not exacting nor Olan is earnest. Cameron is exacting.,Olan is earnest,0
5264,2,Neither Cameron is not exacting nor Olan is earnest. Cameron is exacting.,Olan is not earnest,0
5265,1,Letha is capable or Zander is testy. Zander is not testy.,Letha is capable,1
5266,1,Letha is capable or Zander is testy. Zander is not testy.,Letha is not capable,0
5267,1,Letha is capable or Zander is testy. Zander is not testy.,Zander is testy,0
5268,1,Letha is capable or Zander is testy. Zander is not testy.,Zander is not testy,1
5269,1,Talmadge is impetuous or Romeo is impressive. Talmadge is not impetuous.,Talmadge is impetuous,0
5270,1,Talmadge is impetuous or Romeo is impressive. Talmadge is not impetuous.,Talmadge is not impetuous,1
5271,1,Talmadge is impetuous or Romeo is impressive. Talmadge is not impetuous.,Romeo is impressive,1
5272,1,Talmadge is impetuous or Romeo is impressive. Talmadge is not impetuous.,Romeo is not impressive,0
5273,1,Giles is deep or Delma is not delicate. Giles is deep.,Giles is deep,1
5274,1,Giles is deep or Delma is not delicate. Giles is deep.,Giles is not deep,0
5275,1,Giles is deep or Delma is not delicate. Giles is deep.,Delma is delicate,1
5276,1,Giles is deep or Delma is not delicate. Giles is deep.,Delma is not delicate,1
5277,0,Either Ernest is sassy or Marian is not mild. Marian is not mild.,Ernest is sassy,0
5278,0,Either Ernest is sassy or Marian is not mild. Marian is not mild.,Ernest is not sassy,1
5279,0,Either Ernest is sassy or Marian is not mild. Marian is not mild.,Marian is mild,0
5280,0,Either Ernest is sassy or Marian is not mild. Marian is not mild.,Marian is not mild,1
5281,1,Althea is agile or Idell is polite. Idell is polite.,Althea is agile,1
5282,1,Althea is agile or Idell is polite. Idell is polite.,Althea is not agile,1
5283,1,Althea is agile or Idell is polite. Idell is polite.,Idell is polite,1
5284,1,Althea is agile or Idell is polite. Idell is polite.,Idell is not polite,0
5285,0,Either Edward is not brave or Odis is not elfin. Edward is brave.,Edward is brave,1
5286,0,Either Edward is not brave or Odis is not elfin. Edward is brave.,Edward is not brave,0
5287,0,Either Edward is not brave or Odis is not elfin. Edward is brave.,Odis is elfin,0
5288,0,Either Edward is not brave or Odis is not elfin. Edward is brave.,Odis is not elfin,1
5289,1,Mahalia is not numb or Imo is not generous. Mahalia is not numb.,Mahalia is numb,0
5290,1,Mahalia is not numb or Imo is not generous. Mahalia is not numb.,Mahalia is not numb,1
5291,1,Mahalia is not numb or Imo is not generous. Mahalia is not numb.,Imo is generous,1
5292,1,Mahalia is not numb or Imo is not generous. Mahalia is not numb.,Imo is not generous,1
5293,0,Either Abner is not peevish or Hiram is not saucy. Abner is peevish.,Abner is peevish,1
5294,0,Either Abner is not peevish or Hiram is not saucy. Abner is peevish.,Abner is not peevish,0
5295,0,Either Abner is not peevish or Hiram is not saucy. Abner is peevish.,Hiram is saucy,0
5296,0,Either Abner is not peevish or Hiram is not saucy. Abner is peevish.,Hiram is not saucy,1
5297,0,Either Santiago is not jocular or Alonzo is not gentle. Alonzo is not gentle.,Santiago is jocular,1
5298,0,Either Santiago is not jocular or Alonzo is not gentle. Alonzo is not gentle.,Santiago is not jocular,0
5299,0,Either Santiago is not jocular or Alonzo is not gentle. Alonzo is not gentle.,Alonzo is gentle,0
5300,0,Either Santiago is not jocular or Alonzo is not gentle. Alonzo is not gentle.,Alonzo is not gentle,1
5301,0,Either Elisa is not one-sided or Nestor is not courageous. Elisa is one-sided.,Elisa is one-sided,1
5302,0,Either Elisa is not one-sided or Nestor is not courageous. Elisa is one-sided.,Elisa is not one-sided,0
5303,0,Either Elisa is not one-sided or Nestor is not courageous. Elisa is one-sided.,Nestor is courageous,0
5304,0,Either Elisa is not one-sided or Nestor is not courageous. Elisa is one-sided.,Nestor is not courageous,1
5305,1,Ruby is irascible or Bailey is not staid. Ruby is not irascible.,Ruby is irascible,0
5306,1,Ruby is irascible or Bailey is not staid. Ruby is not irascible.,Ruby is not irascible,1
5307,1,Ruby is irascible or Bailey is not staid. Ruby is not irascible.,Bailey is staid,0
5308,1,Ruby is irascible or Bailey is not staid. Ruby is not irascible.,Bailey is not staid,1
5309,0,Either Victoria is obnoxious or Grady is dainty. Victoria is obnoxious.,Victoria is obnoxious,1
5310,0,Either Victoria is obnoxious or Grady is dainty. Victoria is obnoxious.,Victoria is not obnoxious,0
5311,0,Either Victoria is obnoxious or Grady is dainty. Victoria is obnoxious.,Grady is dainty,0
5312,0,Either Victoria is obnoxious or Grady is dainty. Victoria is obnoxious.,Grady is not dainty,1
5313,2,Neither Mariann is not resigned nor Josef is not petulant. Josef is petulant.,Mariann is resigned,1
5314,2,Neither Mariann is not resigned nor Josef is not petulant. Josef is petulant.,Mariann is not resigned,0
5315,2,Neither Mariann is not resigned nor Josef is not petulant. Josef is petulant.,Josef is petulant,1
5316,2,Neither Mariann is not resigned nor Josef is not petulant. Josef is petulant.,Josef is not petulant,0
5317,0,Either Clark is not average or Garnett is not evasive. Clark is not average.,Clark is average,0
5318,0,Either Clark is not average or Garnett is not evasive. Clark is not average.,Clark is not average,1
5319,0,Either Clark is not average or Garnett is not evasive. Clark is not average.,Garnett is evasive,1
5320,0,Either Clark is not average or Garnett is not evasive. Clark is not average.,Garnett is not evasive,0
5321,1,Candace is not lively or Agatha is not sour. Candace is lively.,Candace is lively,1
5322,1,Candace is not lively or Agatha is not sour. Candace is lively.,Candace is not lively,0
5323,1,Candace is not lively or Agatha is not sour. Candace is lively.,Agatha is sour,0
5324,1,Candace is not lively or Agatha is not sour. Candace is lively.,Agatha is not sour,1
5325,1,Christopher is not drugged or Arie is capable. Arie is capable.,Christopher is drugged,1
5326,1,Christopher is not drugged or Arie is capable. Arie is capable.,Christopher is not drugged,1
5327,1,Christopher is not drugged or Arie is capable. Arie is capable.,Arie is capable,1
5328,1,Christopher is not drugged or Arie is capable. Arie is capable.,Arie is not capable,0
5329,2,Neither Francesca is emotional nor Laurence is resentful. Laurence is not resentful.,Francesca is emotional,0
5330,2,Neither Francesca is emotional nor Laurence is resentful. Laurence is not resentful.,Francesca is not emotional,1
5331,2,Neither Francesca is emotional nor Laurence is resentful. Laurence is not resentful.,Laurence is resentful,0
5332,2,Neither Francesca is emotional nor Laurence is resentful. Laurence is not resentful.,Laurence is not resentful,1
5333,2,Neither Wilfred is not soulful nor Lenny is not careless. Lenny is careless.,Wilfred is soulful,1
5334,2,Neither Wilfred is not soulful nor Lenny is not careless. Lenny is careless.,Wilfred is not soulful,0
5335,2,Neither Wilfred is not soulful nor Lenny is not careless. Lenny is careless.,Lenny is careless,1
5336,2,Neither Wilfred is not soulful nor Lenny is not careless. Lenny is careless.,Lenny is not careless,0
5337,0,Either Kraig is artistic or Colin is emotional. Kraig is not artistic.,Kraig is artistic,0
5338,0,Either Kraig is artistic or Colin is emotional. Kraig is not artistic.,Kraig is not artistic,1
5339,0,Either Kraig is artistic or Colin is emotional. Kraig is not artistic.,Colin is emotional,1
5340,0,Either Kraig is artistic or Colin is emotional. Kraig is not artistic.,Colin is not emotional,0
5341,0,Either Beryl is not generous or Ernst is illogical. Beryl is generous.,Beryl is generous,1
5342,0,Either Beryl is not generous or Ernst is illogical. Beryl is generous.,Beryl is not generous,0
5343,0,Either Beryl is not generous or Ernst is illogical. Beryl is generous.,Ernst is illogical,1
5344,0,Either Beryl is not generous or Ernst is illogical. Beryl is generous.,Ernst is not illogical,0
5345,2,Neither June is not awful nor Foy is paternal. June is awful.,June is awful,1
5346,2,Neither June is not awful nor Foy is paternal. June is awful.,June is not awful,0
5347,2,Neither June is not awful nor Foy is paternal. June is awful.,Foy is paternal,0
5348,2,Neither June is not awful nor Foy is paternal. June is awful.,Foy is not paternal,0
5349,1,Pierre is not modest or Buster is unguarded. Buster is unguarded.,Pierre is modest,1
5350,1,Pierre is not modest or Buster is unguarded. Buster is unguarded.,Pierre is not modest,1
5351,1,Pierre is not modest or Buster is unguarded. Buster is unguarded.,Buster is unguarded,1
5352,1,Pierre is not modest or Buster is unguarded. Buster is unguarded.,Buster is not unguarded,0
5353,1,Rosie is dowdy or Beverly is not impressive. Beverly is not impressive.,Rosie is dowdy,1
5354,1,Rosie is dowdy or Beverly is not impressive. Beverly is not impressive.,Rosie is not dowdy,1
5355,1,Rosie is dowdy or Beverly is not impressive. Beverly is not impressive.,Beverly is impressive,0
5356,1,Rosie is dowdy or Beverly is not impressive. Beverly is not impressive.,Beverly is not impressive,1
5357,0,Either Abe is fastidious or Malcolm is obliging. Abe is fastidious.,Abe is fastidious,1
5358,0,Either Abe is fastidious or Malcolm is obliging. Abe is fastidious.,Abe is not fastidious,0
5359,0,Either Abe is fastidious or Malcolm is obliging. Abe is fastidious.,Malcolm is obliging,0
5360,0,Either Abe is fastidious or Malcolm is obliging. Abe is fastidious.,Malcolm is not obliging,1
5361,0,Either Angel is not civil or Courtney is not powerful. Courtney is powerful.,Angel is civil,0
5362,0,Either Angel is not civil or Courtney is not powerful. Courtney is powerful.,Angel is not civil,1
5363,0,Either Angel is not civil or Courtney is not powerful. Courtney is powerful.,Courtney is powerful,1
5364,0,Either Angel is not civil or Courtney is not powerful. Courtney is powerful.,Courtney is not powerful,0
5365,0,Either Lura is courageous or Weldon is sneering. Lura is courageous.,Lura is courageous,1
5366,0,Either Lura is courageous or Weldon is sneering. Lura is courageous.,Lura is not courageous,0
5367,0,Either Lura is courageous or Weldon is sneering. Lura is courageous.,Weldon is sneering,0
5368,0,Either Lura is courageous or Weldon is sneering. Lura is courageous.,Weldon is not sneering,1
5369,1,Franklyn is not revered or Van is vigilant. Franklyn is revered.,Franklyn is revered,1
5370,1,Franklyn is not revered or Van is vigilant. Franklyn is revered.,Franklyn is not revered,0
5371,1,Franklyn is not revered or Van is vigilant. Franklyn is revered.,Van is vigilant,1
5372,1,Franklyn is not revered or Van is vigilant. Franklyn is revered.,Van is not vigilant,0
5373,0,Either Brennan is numb or Reynaldo is courageous. Reynaldo is not courageous.,Brennan is numb,1
5374,0,Either Brennan is numb or Reynaldo is courageous. Reynaldo is not courageous.,Brennan is not numb,0
5375,0,Either Brennan is numb or Reynaldo is courageous. Reynaldo is not courageous.,Reynaldo is courageous,0
5376,0,Either Brennan is numb or Reynaldo is courageous. Reynaldo is not courageous.,Reynaldo is not courageous,1
5377,2,Neither Ursula is not lovable nor Paralee is not reliable. Paralee is reliable.,Ursula is lovable,1
5378,2,Neither Ursula is not lovable nor Paralee is not reliable. Paralee is reliable.,Ursula is not lovable,0
5379,2,Neither Ursula is not lovable nor Paralee is not reliable. Paralee is reliable.,Paralee is reliable,1
5380,2,Neither Ursula is not lovable nor Paralee is not reliable. Paralee is reliable.,Paralee is not reliable,0
5381,0,Either Kendrick is not earnest or Cherie is unsure. Kendrick is earnest.,Kendrick is earnest,1
5382,0,Either Kendrick is not earnest or Cherie is unsure. Kendrick is earnest.,Kendrick is not earnest,0
5383,0,Either Kendrick is not earnest or Cherie is unsure. Kendrick is earnest.,Cherie is unsure,1
5384,0,Either Kendrick is not earnest or Cherie is unsure. Kendrick is earnest.,Cherie is not unsure,0
5385,0,Either Francis is not mercurial or Annie is groggy. Annie is groggy.,Francis is mercurial,1
5386,0,Either Francis is not mercurial or Annie is groggy. Annie is groggy.,Francis is not mercurial,0
5387,0,Either Francis is not mercurial or Annie is groggy. Annie is groggy.,Annie is groggy,1
5388,0,Either Francis is not mercurial or Annie is groggy. Annie is groggy.,Annie is not groggy,0
5389,1,Brennen is not decisive or Bertha is not illogical. Brennen is decisive.,Brennen is decisive,1
5390,1,Brennen is not decisive or Bertha is not illogical. Brennen is decisive.,Brennen is not decisive,0
5391,1,Brennen is not decisive or Bertha is not illogical. Brennen is decisive.,Bertha is illogical,0
5392,1,Brennen is not decisive or Bertha is not illogical. Brennen is decisive.,Bertha is not illogical,1
5393,2,Neither Karyn is dextrous nor Elza is not beautiful. Elza is beautiful.,Karyn is dextrous,0
5394,2,Neither Karyn is dextrous nor Elza is not beautiful. Elza is beautiful.,Karyn is not dextrous,1
5395,2,Neither Karyn is dextrous nor Elza is not beautiful. Elza is beautiful.,Elza is beautiful,1
5396,2,Neither Karyn is dextrous nor Elza is not beautiful. Elza is beautiful.,Elza is not beautiful,0
5397,1,Quincy is able or Jean is quick. Jean is not quick.,Quincy is able,1
5398,1,Quincy is able or Jean is quick. Jean is not quick.,Quincy is not able,0
5399,1,Quincy is able or Jean is quick. Jean is not quick.,Jean is quick,0
5400,1,Quincy is able or Jean is quick. Jean is not quick.,Jean is not quick,1
5401,1,Nicholas is not tranquil or Treyvon is stern. Nicholas is tranquil.,Nicholas is tranquil,1
5402,1,Nicholas is not tranquil or Treyvon is stern. Nicholas is tranquil.,Nicholas is not tranquil,0
5403,1,Nicholas is not tranquil or Treyvon is stern. Nicholas is tranquil.,Treyvon is stern,1
5404,1,Nicholas is not tranquil or Treyvon is stern. Nicholas is tranquil.,Treyvon is not stern,0
5405,1,Ethelyn is nervous or Darwin is helpful. Darwin is not helpful.,Ethelyn is nervous,1
5406,1,Ethelyn is nervous or Darwin is helpful. Darwin is not helpful.,Ethelyn is not nervous,0
5407,1,Ethelyn is nervous or Darwin is helpful. Darwin is not helpful.,Darwin is helpful,0
5408,1,Ethelyn is nervous or Darwin is helpful. Darwin is not helpful.,Darwin is not helpful,1
5409,0,Either Lucretia is tolerant or Elmer is vigilant. Lucretia is tolerant.,Lucretia is tolerant,1
5410,0,Either Lucretia is tolerant or Elmer is vigilant. Lucretia is tolerant.,Lucretia is not tolerant,0
5411,0,Either Lucretia is tolerant or Elmer is vigilant. Lucretia is tolerant.,Elmer is vigilant,0
5412,0,Either Lucretia is tolerant or Elmer is vigilant. Lucretia is tolerant.,Elmer is not vigilant,1
5413,0,Either Hildegarde is brave or Lynn is willing. Hildegarde is brave.,Hildegarde is brave,1
5414,0,Either Hildegarde is brave or Lynn is willing. Hildegarde is brave.,Hildegarde is not brave,0
5415,0,Either Hildegarde is brave or Lynn is willing. Hildegarde is brave.,Lynn is willing,0
5416,0,Either Hildegarde is brave or Lynn is willing. Hildegarde is brave.,Lynn is not willing,1
5417,1,Georgia is not chic or Harold is not earnest. Harold is earnest.,Georgia is chic,0
5418,1,Georgia is not chic or Harold is not earnest. Harold is earnest.,Georgia is not chic,1
5419,1,Georgia is not chic or Harold is not earnest. Harold is earnest.,Harold is earnest,1
5420,1,Georgia is not chic or Harold is not earnest. Harold is earnest.,Harold is not earnest,0
5421,0,Either Gilbert is tactless or Guillermo is not sleepy. Guillermo is sleepy.,Gilbert is tactless,1
5422,0,Either Gilbert is tactless or Guillermo is not sleepy. Guillermo is sleepy.,Gilbert is not tactless,0
5423,0,Either Gilbert is tactless or Guillermo is not sleepy. Guillermo is sleepy.,Guillermo is sleepy,1
5424,0,Either Gilbert is tactless or Guillermo is not sleepy. Guillermo is sleepy.,Guillermo is not sleepy,0
5425,1,Vada is not noisy or Coleman is not serious. Coleman is not serious.,Vada is noisy,1
5426,1,Vada is not noisy or Coleman is not serious. Coleman is not serious.,Vada is not noisy,1
5427,1,Vada is not noisy or Coleman is not serious. Coleman is not serious.,Coleman is serious,0
5428,1,Vada is not noisy or Coleman is not serious. Coleman is not serious.,Coleman is not serious,1
5429,2,Neither Lawerence is hateful nor Clifford is not demonic. Clifford is demonic.,Lawerence is hateful,0
5430,2,Neither Lawerence is hateful nor Clifford is not demonic. Clifford is demonic.,Lawerence is not hateful,1
5431,2,Neither Lawerence is hateful nor Clifford is not demonic. Clifford is demonic.,Clifford is demonic,1
5432,2,Neither Lawerence is hateful nor Clifford is not demonic. Clifford is demonic.,Clifford is not demonic,0
5433,1,Nadine is hateful or Lea is agreeable. Nadine is not hateful.,Nadine is hateful,0
5434,1,Nadine is hateful or Lea is agreeable. Nadine is not hateful.,Nadine is not hateful,1
5435,1,Nadine is hateful or Lea is agreeable. Nadine is not hateful.,Lea is agreeable,1
5436,1,Nadine is hateful or Lea is agreeable. Nadine is not hateful.,Lea is not agreeable,0
5437,2,Neither Junius is not callous nor Darren is not brilliant. Darren is brilliant.,Junius is callous,1
5438,2,Neither Junius is not callous nor Darren is not brilliant. Darren is brilliant.,Junius is not callous,0
5439,2,Neither Junius is not callous nor Darren is not brilliant. Darren is brilliant.,Darren is brilliant,1
5440,2,Neither Junius is not callous nor Darren is not brilliant. Darren is brilliant.,Darren is not brilliant,0
